"establecimiento_id","establecimiento_nombre","localidad_id","localidad_nombre","provincia_id","provincia_nombre","departamento_id","departamento_nombre","cod_loc","cod_ent ","origen_financiamiento","tipologia_id","tipologia_nombre","tipologia","cp","domicilio","sitio_web"
70260072329721,"PUJOL",26007020000,"PUERTO MADRYN",26,"CHUBUT",7,"BIEDMA",20,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9120,"LOS MAITENES  1538",
70100352324743,"SALUDFARMA",10035020000,"BELEN",10,"CATAMARCA",35,"BELÉN",20,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4750,"Mitre 14",
70064412318286,"MARSICO",6441030015,"LA PLATA",6,"BUENOS AIRES",441,"LA PLATA",30,15,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1900,"Avenida 7 445",
70340492347884,"PERALTA HNOS",34049010000,"CLORINDA",34,"FORMOSA",49,"PILCOMAYO",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3610,"Avenida San Martin 470",
70140142334991,"VALENTINO",14014010000,"CORDOBA",14,"CÓRDOBA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5000,"Catamarca 1047",
70060352318295,"MODERNA",6035010006,"PIÑEYRO",6,"BUENOS AIRES",35,"AVELLANEDA",10,6,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1870,"Avenida Galicia 410",
70067072315037,"BOTIQUIN FARMACIA",6707000003,"BLAQUIER",6,"BUENOS AIRES",707,"SALADILLO",0,0,"Privado",70,"FARMACIA","Botiquín",6065,"Buenos Aires S/n",
70060912318298,"BIANCHI",6091010001,"BERAZATEGUI",6,"BUENOS AIRES",91,"BERAZATEGUI",10,1,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1884,"Avenida 14 Presidente Juan Domingo Perón 4653",
70060912818296,"MUTUAL DUCILO",6091010001,"BERAZATEGUI",6,"BUENOS AIRES",91,"BERAZATEGUI",10,1,"Mutual",70,"FARMACIA","Farmacia de mutual, cooperativa, obra social (para afiliados solamente)",1884,"Avenida Mitre 442",
70460142355640,"FARMACIA CLINICA AVIAT S.R.L",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia en Establecimiento de Salud",5300,"Benjamín de la Vega 21",
70460142355641,"FARMACIA COLEGIO MEDICO",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia en Establecimiento de Salud",5300,"Avenida Facundo Quiroga 430",
70340282347858,"JUAREZ",34028010000,"INGENIERO GUILLERMO N. JUAREZ",34,"FORMOSA",28,"MATACOS",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3636,"calle Saavedra y Tucumán",
70100352124818,"BOTIQUIN OSEP BELEN",10035020000,"BELEN",10,"CATAMARCA",35,"BELÉN",20,0,"Provincial",70,"FARMACIA","Botiquín",4750,"Sarmiento 386",
70421472353770,"FARMACIA CHICO",42147030000,"TRENEL",42,"LA PAMPA",147,"TRENEL",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6369,"ANTONIO DEVOTO 178",
70100492324465,"VITAL",10049050,"CAPITAL",10,"CATAMARCA",49,"CAPITAL",50,,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4700,"AV. SANCHEZ OVIEDO Nº1047",
70460142355625,"FARMASUAR- SUCURSAL 1",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5300,"Av. San Nicolas de Bari N° 1255",
70460142355626,"FARMANOR S.R.L",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5300,"Avenida San Francisco N° 600- Barrio Cochangasta- La Rioja",
70064272318471,"MAGNANI",6427010008,"RAFAEL CASTILLO",6,"BUENOS AIRES",427,"LA MATANZA",10,8,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1755,"Ventura Yanzi 2155",
70067702318472,"ALLEGRONE",6770050000,"SAN PEDRO",6,"BUENOS AIRES",770,"SAN PEDRO",50,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2930,"Bartolomé Mitre 1790",
70067602318367,"LOS HORNEROS S.C.S",6760010003,"MUÑIZ",6,"BUENOS AIRES",760,"SAN MIGUEL",10,3,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1663,"San José 914",
70064342318307,"PFM SAN MARTIN 2101 SCS",6434010003,"LANUS OESTE",6,"BUENOS AIRES",434,"LANÚS",10,3,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1824,"San Martín 2201",
70460142355629,"NOVOFARMA",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5300,"Virgen de Itati esqina Santo Domingo",
70460142355288,"LAS SIERRAS",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5300,"San Nicolas de Bari (O) N° 841",
70062522318230,"SP HEALTH CENTER SCS",6252010005,"LOMA VERDE",6,"BUENOS AIRES",252,"ESCOBAR",10,5,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1625,"Colectora Oeste Ramal Pilar 770",
70460142355291,"SUAYTER",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5300,"Peatonal Buenos Aires N°33",
70460142355289,"CASTORE II",46014010000,"LA RIOJA",46,"LA RIOJA",14,"CAPITAL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5300,"Dalmacio Belez Sarfield 902",
70260212329663,"MAGISTRAL RODRIGUEZ",26021030018,"COMODORO RIVADAVIA",26,"CHUBUT",21,"ESCALANTE",30,18,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9000,"Colonos Galeses 2183",
70066442318238,"GALENOS",6644010003,"PINAMAR",6,"BUENOS AIRES",644,"PINAMAR",10,3,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",7167,"Simbad El Marino 74",
70067492318242,"FARMACIA OTHARAN",6749010003,"VIRREYES",6,"BUENOS AIRES",749,"SAN FERNANDO",10,3,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1646,"Belgrano 1964",
70460422355290,"PARIS",46042010002,"CHILECITO",46,"LA RIOJA",42,"CHILECITO",10,2,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",5360,"Julian Amatte Esquina Alberto Ocampo",
70020012317538,"BRIUT",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1414,"Gurruchaga 684",
70221052327489,"BOTIQUIN CLINICA REGIONAL SRL",22105010000,"LAS BREÑAS",22,"CHACO",105,"9 DE JULIO",10,0,"Privado",70,"FARMACIA","Botiquín",3722,"RIVADAVIA 605",
70064102318420,"NUEVO PUENTE S.C.S.",6410010001,"ITUZAINGO CENTRO",6,"BUENOS AIRES",410,"ITUZAINGÓ",10,1,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1714,"Gaona",
70060632318422,"MARIOLI",6063010000,"BALCARCE",6,"BUENOS AIRES",63,"BALCARCE",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",7620,"Avenida del Valle 80",
70100492324451,"FARMAGEN",10049050,"CAPITAL",10,"CATAMARCA",49,"CAPITAL",50,,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4700,"Guemes  307",
70820842386306,"FERRAN",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"DOMINGO FAUSTINO SARMIENTO 3098",
70820842386310,"PETRUZZI",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Av PELLEGRINI 3770",
70820842386315,"RODRIGO",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"JUAN JOSE PASO 5880",
70820842386316,"AZAR",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Av Pte PERON",
70820842386318,"ARCO IRIS",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"27 DE FEBRERO 5302",
70820842386303,"LUCARELLI",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Juan Jose Paso 7800",
70820842386304,"COLLOMB",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Cordoba 4313",
70820842386305,"DEL PARQUE",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"CORRIENTES 1801",
70820842386308,"HERNANDEZ - CASSINI",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"MENDOZA 4298",
70820842386309,"R. HERNANDEZ",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Avda PELLEGRINI 3456",
70820842386311,"ORELLANO",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"COLOMBIA 954",
70820842386312,"DESMEDT",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Nicaragua (B) 671",
70820842386313,"ZUCCO",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"J.J. PASO 2364",
70820842386314,"FRONTONS",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"JUAN JOSE PASO 6045",
70820842386317,"CIUCCI",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Av. PROVINCIAS UNIDAS 3181",
70820072186323,"PONZIO",82007040000,"LAS ROSAS",82,"SANTA FE",7,"BELGRANO",40,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2520,"TUCUMAN 101",
70821192386324,"SAN MARTIN",82119030000,"CARCARAÑA",82,"SANTA FE",119,"SAN LORENZO",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2138,"1º DE MAYO 443",
70821192386327,"GIACUMELLI",82119110000,"ROLDAN",82,"SANTA FE",119,"SAN LORENZO",110,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2134,"RIOJA 1101",
70100492324460,"SALTA",10049050,"CAPITAL",10,"CATAMARCA",49,"CAPITAL",50,,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4700,"CHACABUCO Nº 687",
70820842386319,"BIRCHER",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Av GENOVA 2363",
70820842386320,"CALACE",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Av GENOVA 3229",
70820072386321,"TERRANEO",82007010000,"ARMSTRONG",82,"SANTA FE",7,"BELGRANO",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2508,"Bv SAN MARTIN 1453",
70821192886325,"MUTUAL",82119030000,"CARCARAÑA",82,"SANTA FE",119,"SAN LORENZO",30,0,"Mutual",70,"FARMACIA","Farmacia de mutual, cooperativa, obra social (para afiliados solamente)",2138,"SARMIENTO 1405",
70820842386307,"HERBAS",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"MENDOZA 4588",
70820072386322,"PAGURA",82007010000,"ARMSTRONG",82,"SANTA FE",7,"BELGRANO",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2508,"Bv ROLDAN 1677",
70821192386326,"TUMINI",82119110000,"ROLDAN",82,"SANTA FE",119,"SAN LORENZO",110,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2134,"PELLEGRINI 738",
70820422386328,"PROCACCINI",82042060000,"CARRERAS",82,"SANTA FE",42,"GENERAL LÓPEZ",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2729,"OLMOS 453",
70820842386331,"SPLENDIANI",82084140000,"FUNES",82,"SANTA FE",84,"ROSARIO",140,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2132,"GENERAL PAZ 1441",
70820842386333,"BERTOLOTTI",82084140000,"FUNES",82,"SANTA FE",84,"ROSARIO",140,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2132,"INDEPENDENCIA 1911",
70820842386334,"LASCURAIN",82084140000,"FUNES",82,"SANTA FE",84,"ROSARIO",140,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2132,"SAN JOSE 1519",
70820422386329,"PATALANO",82042060000,"CARRERAS",82,"SANTA FE",42,"GENERAL LÓPEZ",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2729,"SARMIENTO 498",
70820422386330,"LABORET",82042060000,"CARRERAS",82,"SANTA FE",42,"GENERAL LÓPEZ",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2729,"GARIBALDI 801",
70820842386332,"RENZ",82084140000,"FUNES",82,"SANTA FE",84,"ROSARIO",140,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2132,"CORDOBA 1392",
70220982326858,"SAN ANTONIO",22098030000,"VILLA ANGELA",22,"CHACO",98,"MAYOR LUIS J. FONTANA",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3540,"BELGRANO Y BALCARCE",
70820842386390,"BARCHI",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"SANTA FE 1483",
70820842386392,"MOROSINI",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"JUNIN 1996",
70820142386493,"DEL VALLE",82014010000,"AREQUITO",82,"SANTA FE",14,"CASEROS",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2183,"ALEM 1376",
70940072395121,"FARMACIA ONIKEN",94007010000,"RIO GRANDE",94,"TIERRA DEL FUEGO",7,"RÍO GRANDE",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9420,"Rosales 416",
70421472353814,"FARMACIA ACUARIO",42147010000,"ARATA",42,"LA PAMPA",147,"TRENEL",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6385,"BELGRANO 259",
70421052353815,"FARMACIA VILLA MARGARITA",42105030000,"GENERAL PICO",42,"LA PAMPA",105,"MARACÓ",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6360,"CALLE 20 Nº 401 (NORTE)",
70421052353840,"FARMACIA DE LA CIUDAD",42105030000,"GENERAL PICO",42,"LA PAMPA",105,"MARACÓ",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6360,"CALLE 5 Nº 672",
70580562367339,"FARMACIA JACHAL",58056010000,"SAN MARTIN DE LOS ANDES",58,"NEUQUÉN",56,"LÁCAR",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8316,"AVENIDA  KOESSLER 2116",
70020012317495,"FARMACIA HIGIA",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1425,"Paraguay 3514",
70421052353901,"FARMACIA GALERIA",42105030000,"GENERAL PICO",42,"LA PAMPA",105,"MARACÓ",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6360,"CALLE 15 Nº 948",
70420212353904,"FARMACIA EL MATE",42021020000,"SANTA ROSA",42,"LA PAMPA",21,"CAPITAL",20,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6300,"DELFIN GALLO 1599",
70420352353910,"FARMACIA FANFLIET",42035060000,"WINIFREDA",42,"LA PAMPA",35,"CONHELO",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6313,"RIVADAVIA 357",
70940142395152,"FARMACIA JAINEN",94014020000,"USHUAIA",94,"TIERRA DEL FUEGO",14,"USHUAIA",20,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9410,"JAINEN Nº 152",
70940142395153,"FARMACIA AUTOFARMA",94014020000,"USHUAIA",94,"TIERRA DEL FUEGO",14,"USHUAIA",20,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9410,"SAN MARTIN  Nº 1336",
70020012317536,"ACASSUSO",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1408,"ACASSUSO Nº 6382",
70020012317755,"VIDA",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1151,"Constitución 1400",
70020012317769,"GUAIREÑA",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1153,"Avenida Juan de Garay 1221",
70820562386372,"RACCA",82056030000,"CAÑADA DE GOMEZ",82,"SANTA FE",56,"IRIONDO",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2500,"Bv CENTENARIO 1474",
70820562386440,"CERINO",82056140000,"TOTORAS",82,"SANTA FE",56,"IRIONDO",140,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2144,"AV. SAN MARTIN 1222",
70820842386483,"GHIONE",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"Tomas Craig 195",
70820842386484,"BONACCI",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"CASTRO BARROS 5202",
70820842386502,"FELCARO",82084270000,"ROSARIO",82,"SANTA FE",84,"ROSARIO",270,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2000,"CAFFERATA 835",
70820842386504,"VUKSICH",82084010000,"ACEBAL",82,"SANTA FE",84,"ROSARIO",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2109,"AZURMENDI 654",
70940072395116,"FARMACIA DEL SUR",94007010000,"RIO GRANDE",94,"TIERRA DEL FUEGO",7,"RÍO GRANDE",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9420,"20 de Junio 793",
70221402326731,"CATEDRAL II",22140060000,"RESISTENCIA",22,"CHACO",140,"SAN FERNANDO",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3500,"JUAN DOMINGO PERON 09",
70421332353805,"FARMACIA REALICO",42133080000,"REALICO",42,"LA PAMPA",133,"REALICÓ",80,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6205,"AVDA MULLALLY 1493",
70580353067340,"FARMACIA COOPERATIVA COPELCO LIMITADA",58035040000,"CUTRAL CO",58,"NEUQUÉN",35,"CONFLUENCIA",40,0,"Otros",70,"FARMACIA","Farmacia de mutual, cooperativa, obra social (para afiliados solamente)",3363,"AVENIDA GENERAL PAZ  250",
70221402326783,"NUEVA RIOJA",22140060000,"RESISTENCIA",22,"CHACO",140,"SAN FERNANDO",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3500,"REMEDIOS DE ESCALADA 575",
70780142383280,"FARMACIA DEL PUEBLO",78014060000,"LAS HERAS",78,"SANTA CRUZ",14,"DESEADO",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9017,"28 DE NOVIEMBRE ESQUINA JUAN LARREA",
70780142383281,"FARMACIA DON BOSCO",78014060000,"LAS HERAS",78,"SANTA CRUZ",14,"DESEADO",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9017,"GOBERNADOR GREGORES Nº 540",
70780282383291,"FARMACIA AUTOFARMA LIBERTADOR",78028010000,"EL CALAFATE",78,"SANTA CRUZ",28,"LAGO ARGENTINO",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9050,"AVENIDA LIBERTADOR Y ESPORA",
70221402326789,"FARMACIA WAL-MART",22140060000,"RESISTENCIA",22,"CHACO",140,"SAN FERNANDO",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3500,"RUTA 11 Y AVENIDA MARCONI",
70020012317515,"ADE -",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1408,"Jose Leon Suarez 53",
70580352367394,"FARMACIA SAN JORGE",58035070000,"NEUQUEN",58,"NEUQUÉN",35,"CONFLUENCIA",70,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8300,"LAINEZ 774",
70580912367395,"FARMACIA SAN JOSE",58091040000,"RINCON DE LOS SAUCES",58,"NEUQUÉN",91,"PEHUENCHES",40,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8353,"MISIONES 204",
70580352367396,"FARMACIA SAN JUDAS",58035070000,"NEUQUEN",58,"NEUQUÉN",35,"CONFLUENCIA",70,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8300,"CHOCON 436",
70020012317542,"HAYEM",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1098,"Chile 700",
70420702353855,"FARMACIA GUATRACHE",42070030000,"GUATRACHE",42,"LA PAMPA",70,"GUATRACHÉ",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6309,"ZEBALLOS 198",
70940142495150,"FARMACIA I.O.S.F.A. USHUAIA",94014020000,"USHUAIA",94,"TIERRA DEL FUEGO",14,"USHUAIA",20,0,"FFAA/Seguridad",70,"FARMACIA","Farmacia ambulatoria comercial",9410,"YAGANES Nº 251",
70540702365577,"ITATI",54070070000,"LEANDRO N. ALEM",54,"MISIONES",70,"LEANDRO N. ALEM",70,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3315,"GUARANI  150",
70540912365578,"MODERNA SRL",54091080000,"OBERA",54,"MISIONES",91,"OBERÁ",80,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3360,"Calle Córdoba 40",
70540772365579,"NOLAN",54077010000,"CAPIOVI",54,"MISIONES",77,"LIBERTADOR GRL. SAN MARTÍN",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3332,"AV. LOS PROCERES Y PALO ROSA",
70540772365581,"SANTA RITA",54077010000,"CAPIOVI",54,"MISIONES",77,"LIBERTADOR GRL. SAN MARTÍN",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",3332,"Ruta Nacional 12",
70820142186363,"PRETONARI",82014060000,"CHABAS",82,"SANTA FE",14,"CASEROS",60,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2173,"SAN MARTIN 1911",
70820562386368,"SANCHEZ",82056030000,"CAÑADA DE GOMEZ",82,"SANTA FE",56,"IRIONDO",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2500,"CENTENARIO 505",
70820562386455,"URQUIZA",82056030000,"CAÑADA DE GOMEZ",82,"SANTA FE",56,"IRIONDO",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",2500,"SAN MARTIN 212",
70940072395128,"FARMACIA VIA FRANCA",94007010000,"RIO GRANDE",94,"TIERRA DEL FUEGO",7,"RÍO GRANDE",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9420,"Islas Malvinas 1607",
70940072395129,"FARMACIA DEL PUEBLO EXPRESS",94007010000,"RIO GRANDE",94,"TIERRA DEL FUEGO",7,"RÍO GRANDE",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",9420,"Avenida San Martín 721",
70421122353853,"FARMACIA YUNES",42112020000,"25 DE MAYO",42,"LA PAMPA",112,"PUELÉN",20,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6360,"GENERAL ACHA 699",
70421052353854,"FARMACIA SAN JOSE",42105030000,"GENERAL PICO",42,"LA PAMPA",105,"MARACÓ",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",6360,"CALLE 116 BIS ESQUINA 5",
70580352367304,"FARMACIA DEL PUEBLO (ALBERDI)",58035070000,"NEUQUEN",58,"NEUQUÉN",35,"CONFLUENCIA",70,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8300,"JUAN B. ALBERDI 290",
70020012317506,"NUEVA PATRICIOS",2000010000,"CIUDAD DE BUENOS AIRES",2,"CABA",0,"COMUNA 1",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",1265,"Regimiento De Patricios 38",
70580702367342,"FARMACIA LA BOTICA",58070010000,"VILLA LA ANGOSTURA",58,"NEUQUÉN",70,"LOS LAGOS",10,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8407,"1º POBLADORES 490",
70100492324481,"SARMIENTO",10049030000,"SAN FERNANDO DEL VALLE DE CATAMARCA",10,"CATAMARCA",49,"CAPITAL",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4700,"Sarmiento Nº 836",
70101122324492,"ESQUIU",10112040007,"VILLA DOLORES",10,"CATAMARCA",112,"VALLE VIEJO",40,7,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4707,"Joaquin Acuña 125",
70580352367390,"FARMACIA SALTA",58035070000,"NEUQUEN",58,"NEUQUÉN",35,"CONFLUENCIA",70,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8300,"ALCORTA 301 Y MISIONES",
70580352367391,"FARMACIA SAN CAYETANO",58035070000,"NEUQUEN",58,"NEUQUÉN",35,"CONFLUENCIA",70,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",8300,"BELGRANO 2725",
70100492724538,"2 DE FEBRERO",10049030000,"SAN FERNANDO DEL VALLE DE CATAMARCA",10,"CATAMARCA",49,"CAPITAL",30,0,"Obra social",70,"FARMACIA","Farmacia de mutual, cooperativa, obra social (para afiliados solamente)",4700,"San Martín 168",
70100492324540,"CHANGO MAS",10049030000,"SAN FERNANDO DEL VALLE DE CATAMARCA",10,"CATAMARCA",49,"CAPITAL",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4700,"Acosta Villafañe 2420",
70100492324560,"MAS SALUD II",10049030000,"SAN FERNANDO DEL VALLE DE CATAMARCA",10,"CATAMARCA",49,"CAPITAL",30,0,"Privado",70,"FARMACIA","Farmacia ambulatoria comercial",4700,"Avenida Costa Villafañe 1557",
